link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
52,33,32,0937:00_0938:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0938:00_0939:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0939:00_0940:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0940:00_0941:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0941:00_0942:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0942:00_0943:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0943:00_0944:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0944:00_0945:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0945:00_0946:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0946:00_0947:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0947:00_0948:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0948:00_0949:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0949:00_0950:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0950:00_0951:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0951:00_0952:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0952:00_0953:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0953:00_0954:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0954:00_0955:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0955:00_0956:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0956:00_0957:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0957:00_0958:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0958:00_0959:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
52,33,32,0959:00_1000:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,97.311,simulation-based
53,32,31,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,113.836,simulation-based
53,32,31,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0731:00_0732:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0732:00_0733:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0733:00_0734:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0734:00_0735:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0735:00_0736:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0736:00_0737:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0737:00_0738:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0738:00_0739:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0739:00_0740:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0740:00_0741:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0741:00_0742:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0742:00_0743:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0743:00_0744:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0744:00_0745:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0745:00_0746:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0746:00_0747:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0747:00_0748:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0748:00_0749:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0749:00_0750:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0750:00_0751:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0751:00_0752:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0752:00_0753:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0753:00_0754:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0754:00_0755:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0755:00_0756:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0756:00_0757:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0757:00_0758:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0758:00_0759:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0759:00_0800:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0800:00_0801:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0801:00_0802:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0802:00_0803:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0803:00_0804:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0804:00_0805:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0805:00_0806:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0806:00_0807:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0807:00_0808:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0808:00_0809:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0809:00_0810:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0810:00_0811:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0811:00_0812:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0812:00_0813:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0813:00_0814:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0814:00_0815:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0815:00_0816:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0816:00_0817:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0817:00_0818:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0818:00_0819:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0819:00_0820:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0820:00_0821:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0821:00_0822:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0822:00_0823:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0823:00_0824:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0824:00_0825:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0825:00_0826:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0826:00_0827:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0827:00_0828:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0828:00_0829:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0829:00_0830:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0830:00_0831:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0831:00_0832:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0832:00_0833:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0833:00_0834:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0834:00_0835:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0835:00_0836:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0836:00_0837:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0837:00_0838:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0838:00_0839:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0839:00_0840:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0840:00_0841:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0841:00_0842:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0842:00_0843:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0843:00_0844:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0844:00_0845:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0845:00_0846:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0846:00_0847:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0847:00_0848:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0848:00_0849:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0849:00_0850:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0850:00_0851:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0851:00_0852:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0852:00_0853:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0853:00_0854:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0854:00_0855:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0855:00_0856:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0856:00_0857:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0857:00_0858:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0858:00_0859:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0859:00_0900:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0900:00_0901:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0901:00_0902:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0902:00_0903:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0903:00_0904:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0904:00_0905:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0905:00_0906:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0906:00_0907:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0907:00_0908:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0908:00_0909:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0909:00_0910:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0910:00_0911:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0911:00_0912:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0912:00_0913:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0913:00_0914:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0914:00_0915:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0915:00_0916:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0916:00_0917:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0917:00_0918:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0918:00_0919:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0919:00_0920:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0920:00_0921:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0921:00_0922:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0922:00_0923:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0923:00_0924:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0924:00_0925:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0925:00_0926:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0926:00_0927:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0927:00_0928:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0928:00_0929:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0929:00_0930:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0930:00_0931:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0931:00_0932:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0932:00_0933:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0933:00_0934:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0934:00_0935:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0935:00_0936:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0936:00_0937:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0937:00_0938:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0938:00_0939:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0939:00_0940:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0940:00_0941:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0941:00_0942:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0942:00_0943:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0943:00_0944:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0944:00_0945:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0945:00_0946:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0946:00_0947:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0947:00_0948:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0948:00_0949:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0949:00_0950:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0950:00_0951:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0951:00_0952:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0952:00_0953:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0953:00_0954:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0954:00_0955:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0955:00_0956:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0956:00_0957:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0957:00_0958:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0958:00_0959:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
53,32,31,0959:00_1000:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,113.836,simulation-based
54,31,30,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,123.016,simulation-based
54,31,30,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0711:00_0712:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0712:00_0713:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0713:00_0714:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0714:00_0715:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0715:00_0716:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0716:00_0717:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0717:00_0718:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0718:00_0719:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0719:00_0720:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0720:00_0721:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0721:00_0722:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0722:00_0723:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0723:00_0724:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0724:00_0725:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0725:00_0726:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0726:00_0727:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0727:00_0728:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0728:00_0729:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0729:00_0730:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
54,31,30,0730:00_0731:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,123.016,simulation-based
